#TYPE	INDEX	FIELD	VALUE
Map	254	Title	祖玛寺庙一层
Map	255	Title	祖玛寺庙二层
Map	256	Title	祖玛寺庙三层
Map	257	Title	祖玛寺庙四层
Map	258	Title	祖玛寺庙五层
Map	259	Title	祖玛迷宫
Map	260	Title	祖玛迷宫
Map	261	Title	祖玛迷宫
Map	262	Title	祖玛迷宫
Map	263	Title	祖玛迷宫
Map	264	Title	祖玛迷宫
Map	265	Title	祖玛迷宫
Map	266	Title	祖玛迷宫
Map	267	Title	祖玛迷宫
Map	268	Title	祖玛七层大厅
Map	269	Title	祖玛寺庙七层
Map	270	Title	祖玛寺庙七层
Map	271	Title	祖玛寺庙七层
Map	272	Title	祖玛寺庙
Map	273	Title	祖玛寺庙
Map	274	Title	祖玛寺庙
Map	275	Title	祖玛寺庙
Map	276	Title	祖玛寺庙
Map	277	Title	远古祖玛大厅
Map	278	Title	远古祖玛一层
Map	279	Title	远古祖玛二层
Map	280	Title	远古祖玛三层
Map	281	Title	封印迷宫
Map	282	Title	圣狐山
Map	283	Title	圣狐神殿
Map	284	Title	沼泽洞穴一层
Map	285	Title	沼泽洞穴二层
Map	286	Title	沼泽
Map	287	Title	黑暗沼泽
Map	288	Title	遗忘之城
Map	289	Title	般若岛
Map	290	Title	武器店
Map	291	Title	首饰店
Map	292	Title	服装店
Map	293	Title	村长家
Map	294	Title	渔夫家
Map	295	Title	神龛
Map	296	Title	般若石窟一层
Map	297	Title	般若石窟二层
Map	298	Title	般若石窟东三层
Map	299	Title	般若石窟西三层
Map	300	Title	般若石窟四层
Map	301	Title	般若石窟五层
Map	302	Title	般若石窟六层
Map	303	Title	般若神殿大厅
Map	304	Title	般若神殿一层
Map	305	Title	般若神殿二层
Map	306	Title	般若神殿三层
Map	307	Title	般若神殿四层
Map	308	Title	般若神殿东五层
Map	309	Title	般若神殿西五层
Map	310	Title	般若神殿六层
Map	311	Title	般若神殿七层
Map	312	Title	般若神殿
Map	313	Title	远古般若一层
Map	314	Title	远古般若二层
Map	315	Title	远古般若三层
Map	316	Title	过去的比奇
Map	317	Title	将军营地
Map	318	Title	西兽人峡谷
Map	319	Title	西兽人关口
Map	320	Title	兽人峡谷
Map	321	Title	东兽人关口
Map	322	Title	西兽人山谷
Map	323	Title	兽人山谷
Map	324	Title	东兽人山谷
Map	325	Title	东兽人峡谷
Map	326	Title	西部关口
Map	327	Title	东部关口
Map	328	Title	血色峡谷
Map	329	Title	血色关口
Map	330	Title	血色之地
Map	331	Title	雷电洞穴
Map	332	Title	熔岩洞穴
Map	333	Title	邪恶米尔宫殿
Map	334	Title	荒芜之地
Map	335	Title	地狱洞穴一层
Map	336	Title	地狱洞穴二层
Map	337	Title	地狱栈道
Map	338	Title	冰狱洞穴
Map	339	Title	冰狱神殿南部
Map	340	Title	危险洞穴
Map	341	Title	冰狱神殿北部
Map	342	Title	冰狱通道
Map	343	Title	冰狱神殿王房
Map	344	Title	地狱火一层
Map	345	Title	地狱火二层
Map	346	Title	地狱火三层
Map	348	Title	地狱火王房
Map	349	Title	赤色洞穴一层
Map	350	Title	赤色洞穴二层
Map	351	Title	赤色洞穴三层
Map	352	Title	赤色洞穴四层
Map	353	Title	赤色洞穴五层
Map	354	Title	赤色洞穴六层
Map	355	Title	赤色洞穴七层
Map	356	Title	赤色洞穴八层
Map	357	Title	赤色洞穴九层
Map	358	Title	赤色洞穴十层
Map	359	Title	赤色洞穴十一层
Map	360	Title	赤色洞穴十二层
Map	361	Title	赤色洞穴王房
Map	362	Title	死亡森林
Map	363	Title	城堡废墟
Map	364	Title	废墟
Map	365	Title	幽魂森林
Map	366	Title	白色山谷
Map	367	Title	杂货店
Map	368	Title	训练大厅
Map	369	Title	首饰店
Map	370	Title	服装店
Map	371	Title	民居
Map	372	Title	民居
Map	373	Title	书店
Map	374	Title	武器店
Map	375	Title	药品店
Map	376	Title	仓库
Map	377	Title	雪域洞穴一层
Map	378	Title	雪域洞穴二层
Map	379	Title	雪域巢穴
Map	380	Title	等待室
Map	381	Title	无限斗场
Map	382	Title	无限斗场
Map	383	Title	无限斗场
Map	384	Title	管理员地图
Map	385	Title	惩戒洞穴
Map	386	Title	工匠村
Map	387	Title	弓手隐居地
Map	396	Title	行会试炼场
Map	397	Title	行会试炼场
Map	398	Title	行会试炼场
Map	399	Title	行会试炼场
Map	400	Title	行会试炼场
Map	401	Title	行会试炼场
Map	402	Title	行会试炼场
Map	403	Title	行会试炼场
Map	404	Title	行会试炼场
Map	405	Title	行会试炼场
Map	406	Title	行会试炼一层
Map	407	Title	行会试炼一层
Map	408	Title	行会试炼一层
Map	409	Title	行会试炼一层
Map	410	Title	行会试炼一层
Map	411	Title	行会试炼一层
Map	412	Title	行会试炼一层
Map	413	Title	行会试炼一层
Map	414	Title	行会试炼一层
Map	415	Title	行会试炼一层
Map	416	Title	行会试炼二层
Map	417	Title	行会试炼二层
Map	418	Title	行会试炼二层
Map	419	Title	行会试炼二层
Map	420	Title	行会试炼二层
Map	421	Title	行会试炼二层
Map	422	Title	行会试炼二层
Map	423	Title	行会试炼二层
Map	424	Title	行会试炼二层
Map	425	Title	行会试炼二层
Map	426	Title	行会试炼三层
Map	427	Title	行会试炼三层
Map	428	Title	行会试炼三层
Map	429	Title	行会试炼三层
Map	430	Title	行会试炼三层
Map	431	Title	行会试炼三层
Map	432	Title	行会试炼三层
Map	433	Title	行会试炼三层
Map	434	Title	行会试炼三层
Map	435	Title	行会试炼三层
Map	439	Title	狗妖竞技场
Map	440	Title	狗妖县
Map	441	Title	狗妖矿区大厅
Map	442	Title	狗妖药房
Map	443	Title	狗妖工坊
Map	444	Title	狗妖工坊
Map	445	Title	狗妖头领房
Map	446	Title	狗妖头领房
Map	447	Title	狗妖药品仓库
Map	448	Title	狗妖铁匠铺
Map	449	Title	狗妖武器店
Map	450	Title	狗妖仓库
Map	451	Title	狗妖矿区大厅一
Map	452	Title	狗妖矿区大厅二
Map	453	Title	狗妖矿区大厅三
Map	454	Title	狗妖矿区大厅四
Map	455	Title	狗妖矿区一层一号
Map	456	Title	狗妖矿区一层二号
Map	457	Title	狗妖矿区一层三号
Map	458	Title	狗妖矿区一层四号
Map	459	Title	狗妖矿区一层五号
Map	460	Title	狗妖矿区二层一号
Map	461	Title	狗妖矿区二层二号
Map	462	Title	狗妖矿区二层三号
Map	463	Title	狗妖矿区二层四号
Map	464	Title	狗妖矿区二层五号
Map	465	Title	狗妖矿区三层一号
Map	466	Title	狗妖矿区三层二号
Map	467	Title	狗妖矿区三层三号
Map	468	Title	狗妖矿区三层四号
Map	469	Title	狗妖矿区三层五号
Map	470	Title	狗妖矿区四层一号
Map	471	Title	狗妖矿区四层二号
Map	472	Title	狗妖矿区四层三号
Map	473	Title	狗妖矿区四层四号
Map	474	Title	狗妖矿区四层五号
Map	475	Title	狗妖矿区四层首领房
Map	476	Title	狗妖矿区升降机
Quest	1	Name	助手的请求
Quest	1	Group	比奇省
Quest	1	GotoMessage	把叶子交给工艺师
Quest	2	Name	工艺师的请求
Quest	2	Group	比奇省
Quest	2	GotoMessage	把姜茶交给助手简
Quest	3	Name	与屠夫交谈
Quest	3	Group	比奇省
Quest	3	GotoMessage	与 293:603 的屠夫约翰交谈
Quest	4	Name	替屠夫狩猎
Quest	4	Group	比奇省
Quest	4	GotoMessage	回到 293:603 找屠夫约翰
Quest	5	Name	铁匠的第一次考验
Quest	5	Group	比奇省
Quest	5	GotoMessage	回到 297:612 找铁匠史密斯
Quest	6	Name	铁匠的第二次考验
Quest	6	Group	比奇省
Quest	6	GotoMessage	回到 297:612 找铁匠史密斯
Quest	7	Name	拜见战士导师
Quest	7	Group	比奇省
Quest	7	GotoMessage	与 110:317 的战士导师交谈
Quest	8	Name	基本剑术考验
Quest	8	Group	比奇省
Quest	8	GotoMessage	回到 110:317 找战士导师
Quest	9	Name	前往比奇
Quest	9	Group	比奇省
Quest	9	GotoMessage	与比奇城 328:258 的彼得交谈
Quest	10	Name	拜见法师导师
Quest	10	Group	比奇省
Quest	10	GotoMessage	与 314:474 的法师导师交谈
Quest	11	Name	火球术考验
Quest	11	Group	比奇省
Quest	11	GotoMessage	回到 314:474 找法师导师
Quest	12	Name	前往比奇
Quest	12	Group	比奇省
Quest	12	GotoMessage	与比奇城 328:258 的彼得交谈
Quest	13	Name	拜见道士导师
Quest	13	Group	比奇省
Quest	13	GotoMessage	寻找最后出现在 429:475 的大祭司
Quest	14	Name	治愈术考验
Quest	14	Group	比奇省
Quest	14	GotoMessage	回到 429:475 找大祭司
Quest	15	Name	前往比奇
Quest	15	Group	比奇省
Quest	15	GotoMessage	与比奇城 328:258 的彼得交谈
Quest	16	Name	拜见刺客导师
Quest	16	Group	比奇省
Quest	16	GotoMessage	与 101:411 的刺客克劳德交谈
Quest	17	Name	致命剑法考验
Quest	17	Group	比奇省
Quest	17	GotoMessage	回到 101:411 找克劳德
Quest	18	Name	前往比奇
Quest	18	Group	比奇省
Quest	18	GotoMessage	与比奇城 328:258 的彼得交谈
Quest	19	Name	拜见弓手导师
Quest	19	Group	比奇省
Quest	19	GotoMessage	与 320:477 的队长交谈
Quest	20	Name	凝神考验
Quest	20	Group	比奇省
Quest	20	GotoMessage	回到 320:477 找队长
Quest	21	Name	前往比奇
Quest	21	Group	比奇省
Quest	21	GotoMessage	与比奇城 328:258 的彼得交谈
Quest	22	Name	森林雪人的威胁
Quest	22	Group	比奇省
Quest	22	GotoMessage	回到比奇城找向导彼得
Quest	23	Name	！进攻兽人
Quest	23	Group	比奇省
Quest	24	Name	帮助铁匠张
Quest	24	Group	比奇省
Quest	24	GotoMessage	到沃玛森林与铁匠张交谈
Quest	25	Name	猎杀食人花
Quest	25	Group	沃玛森林
Quest	25	GotoMessage	回到比奇城找向导彼得
Quest	26	Name	解毒剂材料
Quest	26	Group	比奇省
Quest	26	GotoMessage	回到比奇城找向导彼得
Quest	27	Name	跑腿任务
Quest	27	Group	比奇省
Quest	27	GotoMessage	与酒馆 290:293 的盟重斥候交谈
Quest	28	Name	寻找蛛网
Quest	28	Group	比奇省
Quest	28	GotoMessage	回到 324:291 找塞缪尔
Quest	29	Name	递送修理油
Quest	29	Group	比奇省
Quest	29	GotoMessage	前往毒蛇山谷，把物品交给 517:492 的布拉德利
Quest	30	Name	遗失的戒指
Quest	30	Group	毒蛇山谷
Quest	30	GotoMessage	回到毒蛇山谷找铁匠布拉德利
Quest	31	Name	递送戒指
Quest	31	Group	毒蛇山谷
Quest	31	GotoMessage	把玉戒指交给毒蛇山谷的梅丽莎
Quest	32	Name	信使
Quest	32	Group	毒蛇山谷
Quest	32	GotoMessage	把蓝色药丸交给铁匠布拉德利
Quest	33	Name	治疗失眠
Quest	33	Group	毒蛇山谷
Quest	33	GotoMessage	回到 505:479 找罗伯特
Quest	34	Name	递送秘密配方
Quest	34	Group	毒蛇山谷
Quest	34	GotoMessage	把配方交给比奇城的工艺师
Quest	35	Name	毒蛇山谷
Quest	35	Group	比奇省
Quest	35	GotoMessage	前往毒蛇山谷与客栈老板交谈
Quest	36	Name	蛇酒材料
Quest	36	Group	毒蛇山谷
Quest	36	GotoMessage	回到 517:466 找客栈老板
Quest	37	Name	递送蛇酒
Quest	37	Group	毒蛇山谷
Quest	37	GotoMessage	带着蛇酒回去找盟重斥候。
Quest	38	Name	寻找乌木果
Quest	38	Group	毒蛇山谷
Quest	38	GotoMessage	回到 517:466 找客栈老板
Quest	39	Name	问候老人
Quest	39	Group	毒蛇山谷
Quest	39	GotoMessage	前往沃玛森林拜访梅丽莎的祖父
Quest	40	Name	清理威胁
Quest	40	Group	沃玛森林
Quest	40	GotoMessage	回到 312:73 找肖克大师
Quest	41	Name	祖父的请求
Quest	41	Group	沃玛森林
Quest	41	GotoMessage	前往比奇城，与 313:271 的莎拉交谈
Quest	42	Name	前往盟重
Quest	42	Group	比奇省
Quest	42	GotoMessage	回到盟重铁匠铺找布鲁斯
Quest	43	Name	需要帮助
Quest	43	Group	比奇省
Quest	43	GotoMessage	与毒蛇山谷的罗伯特交谈
Quest	44	Name	帮助桑福德
Quest	44	Group	毒蛇山谷
Quest	44	GotoMessage	从边境村乘船前往般若岛，与桑福德交谈
Quest	45	Name	红蛇牙
Quest	45	Group	般若岛
Quest	45	GotoMessage	猎杀红蛇后回到毒蛇山谷找罗伯特
Quest	46	Name	骷髅骨
Quest	46	Group	比奇省
Quest	46	GotoMessage	回到比奇城找向导彼得
Quest	47	Name	姐姐的戒指
Quest	47	Group	比奇省
Quest	47	GotoMessage	回到比奇城 306:276 找戴安娜
Quest	48	Name	向边境递送补给
Quest	48	Group	比奇省
Quest	48	GotoMessage	把遗物交给边境村的鲁本
Quest	49	Name	危险的骷髅
Quest	49	Group	比奇省
Quest	49	GotoMessage	回到比奇城 296:220 找杰森
Quest	50	Name	递送烹饪书
Quest	50	Group	比奇省
Quest	50	GotoMessage	把烹饪书交给基隆城的吉姆
Quest	51	Name	工艺师的食人花茶
Quest	51	Group	比奇省
Quest	51	GotoMessage	与比奇城的工艺师交谈
Quest	52	Name	食人花茶材料
Quest	52	Group	比奇省
Quest	52	GotoMessage	回到比奇城找工艺师
Quest	53	Name	递送食人花茶
Quest	53	Group	比奇省
Quest	53	GotoMessage	把食人花茶交给向导
Quest	54	Name	矿区里的僵尸
Quest	54	Group	比奇省
Quest	54	GotoMessage	回到比奇城找铁匠比尔
Quest	54	KillMessage	在比奇废矿击杀僵尸
Quest	55	Name	补充物资
Quest	55	Group	比奇省
Quest	55	GotoMessage	回到比奇城找工艺师
Quest	56	Name	蝙蝠翅膀
Quest	56	Group	比奇省
Quest	56	GotoMessage	回到比奇城找屠夫莎拉
Quest	57	Name	收集情报
Quest	57	Group	比奇省
Quest	57	GotoMessage	把洞穴报告交给东南门的凯尔。
Quest	58	Name	洞穴里的危险
Quest	58	Group	比奇省
Quest	58	GotoMessage	把精英骸骨的头颅带回比奇城交给凯尔
Quest	59	Name	稀有矿石
Quest	59	Group	比奇省
Quest	59	GotoMessage	回到比奇城找铁匠比尔
Quest	60	Name	帮助农夫
Quest	60	Group	比奇省
Quest	60	GotoMessage	回到比奇城找考官
Quest	61	Name	临时工作
Quest	61	Group	比奇省
Quest	61	GotoMessage	前往沃玛森林与肖克大师交谈
Quest	62	Name	清剿
Quest	62	Group	沃玛森林
Quest	62	GotoMessage	回到沃玛森林找肖克大师
Quest	63	Name	寻找友人的遗物
Quest	63	Group	比奇省
Quest	63	GotoMessage	在比奇废矿寻找文森特的朋友
Quest	64	Name	归还项链
Quest	64	Group	比奇省
Quest	64	GotoMessage	把项链还给比奇城的铁匠文森特
Quest	65	Name	向僵尸复仇
Quest	65	Group	比奇省
Quest	65	GotoMessage	回到比奇城 298:317 找艾迪
Quest	66	Name	最好的健康食物
Quest	66	Group	沃玛森林
Quest	66	GotoMessage	回到沃玛森林找肖克大师
Quest	67	Name	药物研究
Quest	67	Group	沃玛森林
Quest	67	GotoMessage	把血液带回沃玛森林交给海伦
Quest	68	Name	寻找遗失物
Quest	68	Group	沃玛森林
Quest	68	GotoMessage	把血液带回沃玛森林交给海伦
Quest	69	Name	寻找我的朋友
Quest	69	Group	沃玛森林
Quest	69	GotoMessage	在虫洞寻找海伦的朋友苏荷
Quest	70	Name	中毒的朋友
Quest	70	Group	虫洞
Quest	70	GotoMessage	找回苏荷的背包
Quest	71	Name	遗失物品
Quest	71	Group	虫洞
Quest	71	GotoMessage	把遗失物交还给苏荷
Quest	72	Name	友人的消息
Quest	72	Group	虫洞
Quest	72	GotoMessage	回到沃玛森林找海伦
Quest	73	Name	研究报告
Quest	73	Group	沃玛森林
Quest	73	GotoMessage	把怪物血液交给毒蛇山谷的金博士
Quest	74	Name	解放僵尸亡魂
Quest	74	Group	毒蛇山谷
Quest	74	GotoMessage	回去找虚弱的儿子
Quest	74	KillMessage	在毒蛇废矿入口。
Quest	75	Name	扫荡
Quest	75	Group	毒蛇山谷
Quest	75	GotoMessage	回到毒蛇山谷找钱德勒
Quest	76	Name	染血之剑
Quest	76	Group	毒蛇山谷
Quest	76	GotoMessage	回到毒蛇山谷找铁匠布拉德利
Quest	77	Name	亡者的呼唤
Quest	77	Group	毒蛇山谷
Quest	78	Name	隐藏的箱子
Quest	78	Group	盟重省
Quest	79	Name	矿区中的黑暗
Quest	79	Group	毒蛇山谷
Quest	79	GotoMessage	在毒蛇废矿中寻找黑暗源头
Quest	80	Name	骷髅的秘密
Quest	80	Group	毒蛇废矿
Quest	80	GotoMessage	把隐藏卷轴交还给金博士
Quest	81	Name	黑暗阴影
Quest	81	Group	毒蛇山谷
Quest	81	GotoMessage	回到毒蛇山谷找金博士
Quest	82	Name	白蛇
Quest	82	Group	毒蛇山谷
Quest	82	GotoMessage	回到毒蛇山谷找收藏家
Quest	83	Name	制衣材料
Quest	83	Group	毒蛇山谷
Quest	83	GotoMessage	前往道馆村，与 206:319 的山姆交谈
Quest	84	Name	遗失的材料
Quest	84	Group	道馆村
Quest	84	GotoMessage	带着材料回到道馆村找山姆
