"TYPE"	"INDEX"	"NAME"	"REF_COUNT"	"FILE_COUNT"	"AREAS"	"RISK"	"SAMPLES"
"Item"	"1363"	"SCTorch3"	"1"	"1"	"Envir/SystemScripts"	"High"	"Envir/SystemScripts/00Default/UseItems.txt:52:GIVEITEM SCTorch3 1"
"Item"	"779"	"SilverBell"	"1"	"1"	"Envir/NPCs"	"Medium"	"Envir/NPCs/GM/GM-Mount.txt:53:SilverBell"
"Item"	"789"	"SilverMask"	"1"	"1"	"Envir/NPCs"	"Medium"	"Envir/NPCs/GM/GM-Mount.txt:63:SilverMask"
"Item"	"809"	"SmallGobby"	"1"	"1"	"Envir/NPCs"	"Medium"	"Envir/NPCs/GM/GM-Potion.txt:34:SmallGobby"
"Item"	"1235"	"SolidBlackBoots"	"1"	"1"	"Envir/Quests"	"Medium"	"Envir/Quests/MongchonProvince/Bug Cave/5.txt:20:SolidBlackBoots"
"Item"	"1325"	"SoulLiquor"	"1"	"1"	"Envir/SystemScripts"	"High"	"Envir/SystemScripts/00Default/UseItems.txt:51:GIVEITEM SoulLiquor 1"
"Item"	"693"	"SpencerDrug"	"1"	"1"	"Envir/NPCs"	"Medium"	"Envir/NPCs/GM/GM-Potion.txt:58:SpencerDrug"
"Item"	"899"	"SpiderLeg"	"1"	"1"	"Envir/Drops"	"Medium"	"Envir/Drops/Provinces/SpittingSpider.txt:11:1/7 SpiderLeg Q"
"Item"	"1333"	"SpiderWine"	"1"	"1"	"Envir/SystemScripts"	"Medium"	"Envir/SystemScripts/SharedNPCS/Tavern.txt:17:SpiderWine"
"Item"	"1185"	"SteelBangle"	"1"	"1"	"Envir/Quests"	"Medium"	"Envir/Quests/WoomyonWoods/Wilderness/1.txt:26:SteelBangle"
"Item"	"1202"	"SteelBuckle"	"1"	"1"	"Envir/Quests"	"Medium"	"Envir/Quests/BichonProvince/BichonWall/14.txt:18:SteelBuckle"
"Item"	"893"	"String"	"1"	"1"	"Envir/NPCs"	"Medium"	"Envir/NPCs/GM/GM-CraftingMaterial.txt:145:String"
"Item"	"1186"	"StrongLeatherBelt"	"1"	"1"	"Envir/Quests"	"Medium"	"Envir/Quests/BichonProvince/BichonWall/4.txt:21:StrongLeatherBelt"
"Item"	"1194"	"StrongLeatherShoes"	"1"	"1"	"Envir/Quests"	"Medium"	"Envir/Quests/WoomyonWoods/Wilderness/3.txt:21:StrongLeatherShoes"
"Item"	"1193"	"SuperiorBronzeHelmet"	"1"	"1"	"Envir/Quests"	"Medium"	"Envir/Quests/SerpentValley/Village/9.txt:18:SuperiorBronzeHelmet"
"Item"	"1201"	"SuperiorMagicHelmet"	"1"	"1"	"Envir/Quests"	"Medium"	"Envir/Quests/BichonProvince/BichonWall/11.txt:22:SuperiorMagicHelmet"
"Item"	"146"	"TarragonArmour(F)"	"1"	"1"	"Envir/NPCs"	"Medium"	"Envir/NPCs/GM/GM-Armour.txt:49:TarragonArmour(F)"
"Item"	"140"	"TarragonArmour(M)"	"1"	"1"	"Envir/NPCs"	"Medium"	"Envir/NPCs/GM/GM-Armour.txt:48:TarragonArmour(M)"
"Item"	"138"	"TarragonBelt"	"1"	"1"	"Envir/NPCs"	"Medium"	"Envir/NPCs/GM/GM-Belt.txt:56:TarragonBelt"
"Item"	"135"	"TarragonBoots"	"1"	"1"	"Envir/NPCs"	"Medium"	"Envir/NPCs/GM/GM-Boot.txt:57:TarragonBoots"
"Item"	"136"	"TarragonBracelet"	"1"	"1"	"Envir/NPCs"	"Medium"	"Envir/NPCs/GM/GM-Bracelet.txt:64:TarragonBracelet"
"Item"	"134"	"TarragonHelmet"	"1"	"1"	"Envir/NPCs"	"Medium"	"Envir/NPCs/GM/GM-Helmet.txt:49:TarragonHelmet"
"Item"	"137"	"TarragonRing"	"1"	"1"	"Envir/NPCs"	"Medium"	"Envir/NPCs/GM/GM-Ring.txt:64:TarragonRing"
"Item"	"808"	"Tinker"	"1"	"1"	"Envir/NPCs"	"Medium"	"Envir/NPCs/GM/GM-Potion.txt:35:Tinker"
"Item"	"790"	"TitaniumMask"	"1"	"1"	"Envir/NPCs"	"Medium"	"Envir/NPCs/GM/GM-Mount.txt:64:TitaniumMask"
"Item"	"1207"	"ToughGlove"	"1"	"1"	"Envir/Quests"	"Medium"	"Envir/Quests/BichonProvince/BichonWall/21.txt:21:ToughGlove"
"Item"	"844"	"UnknownOrb"	"1"	"1"	"Envir/NPCs"	"Medium"	"Envir/NPCs/GM/GM-Nothing.txt:35:UnknownOrb"
"Item"	"787"	"WhiteMask"	"1"	"1"	"Envir/NPCs"	"Medium"	"Envir/NPCs/GM/GM-Mount.txt:61:WhiteMask"
"Item"	"770"	"WhiteTiger"	"1"	"1"	"Envir/NPCs"	"Medium"	"Envir/NPCs/GM/GM-Mount.txt:44:WhiteTiger"
"Item"	"1329"	"WhiteWine"	"1"	"1"	"Envir/SystemScripts"	"Medium"	"Envir/SystemScripts/SharedNPCS/Tavern.txt:12:WhiteWine"
"Item"	"775"	"WhiteWolf"	"1"	"1"	"Envir/NPCs"	"Medium"	"Envir/NPCs/GM/GM-Mount.txt:49:WhiteWolf"
"Item"	"1232"	"WizardRing"	"1"	"1"	"Envir/Quests"	"Medium"	"Envir/Quests/WoomyonWoods/Castle-GI/Town/7.txt:24:WizardRing"
"Item"	"969"	"WonderDrug(A.SPEED)"	"1"	"1"	"Envir/Drops"	"Medium"	"Envir/Drops/00Strongbox.txt:8:1/10 WonderDrug(A.SPEED)"
"Item"	"967"	"WonderDrug(AC)"	"1"	"1"	"Envir/Drops"	"Medium"	"Envir/Drops/00Strongbox.txt:6:1/10 WonderDrug(AC)"
"Item"	"964"	"WonderDrug(DROP)"	"1"	"1"	"Envir/Drops"	"Medium"	"Envir/Drops/00Strongbox.txt:3:1/100 WonderDrug(DROP)"
"Item"	"963"	"WonderDrug(EXP)"	"1"	"1"	"Envir/Drops"	"Medium"	"Envir/Drops/00Strongbox.txt:2:1/100 WonderDrug(EXP)"
"Item"	"965"	"WonderDrug(HP)"	"1"	"1"	"Envir/Drops"	"Medium"	"Envir/Drops/00Strongbox.txt:4:1/10 WonderDrug(HP)"
"Item"	"968"	"WonderDrug(MAC)"	"1"	"1"	"Envir/Drops"	"Medium"	"Envir/Drops/00Strongbox.txt:7:1/10 WonderDrug(MAC)"
