#TYPE	INDEX	NAME	REF_COUNT	FILE_COUNT	AREAS	RISK	SAMPLES
Item	16	RedOrchidBracelet	23	9	Envir/Drops,Envir/NPCs	Medium	Envir/Drops/FlameTiger.txt:89:1/90 RedOrchidBracelet LV1 | Envir/Drops/FlameTiger.txt:280:1/90 RedOrchidBracelet LV2 | Envir/Drops/FlameTiger.txt:471:1/90 RedOrchidBracelet LV3 | Envir/Drops/FlameTiger.txt:662:1/90 RedOrchidBracelet LV4 | Envir/Drops/FlameTiger.txt:853:1/90 RedOrchidBracelet LV5
Item	17	RedOrchidRing	27	13	Envir/Drops,Envir/NPCs	Medium	Envir/Drops/AncientCaves/Ancient_BoneSpearman.txt:71:1/1200 RedOrchidRing | Envir/Drops/AncientCaves/Prajna/Ancient_BoneSpearman.txt:71:1/1200 RedOrchidRing | Envir/Drops/FlameTiger.txt:97:1/90 RedOrchidRing LV1 | Envir/Drops/FlameTiger.txt:288:1/90 RedOrchidRing LV2 | Envir/Drops/FlameTiger.txt:479:1/90 RedOrchidRing LV3
Item	18	RedFlowerNecklace	23	9	Envir/Drops,Envir/NPCs	Medium	Envir/Drops/FlameTiger.txt:77:1/90 RedFlowerNecklace LV1 | Envir/Drops/FlameTiger.txt:268:1/90 RedFlowerNecklace LV2 | Envir/Drops/FlameTiger.txt:459:1/90 RedFlowerNecklace LV3 | Envir/Drops/FlameTiger.txt:650:1/90 RedFlowerNecklace LV4 | Envir/Drops/FlameTiger.txt:841:1/90 RedFlowerNecklace LV5
Item	19	RedFlowerBracelet	23	9	Envir/Drops,Envir/NPCs	Medium	Envir/Drops/FlameTiger.txt:90:1/90 RedFlowerBracelet LV1 | Envir/Drops/FlameTiger.txt:281:1/90 RedFlowerBracelet LV2 | Envir/Drops/FlameTiger.txt:472:1/90 RedFlowerBracelet LV3 | Envir/Drops/FlameTiger.txt:663:1/90 RedFlowerBracelet LV4 | Envir/Drops/FlameTiger.txt:854:1/90 RedFlowerBracelet LV5
Item	20	RedFlowerRing	23	9	Envir/Drops,Envir/NPCs	Medium	Envir/Drops/FlameTiger.txt:98:1/90 RedFlowerRing LV1 | Envir/Drops/FlameTiger.txt:289:1/90 RedFlowerRing LV2 | Envir/Drops/FlameTiger.txt:480:1/90 RedFlowerRing LV3 | Envir/Drops/FlameTiger.txt:671:1/90 RedFlowerRing LV4 | Envir/Drops/FlameTiger.txt:862:1/90 RedFlowerRing LV5
Item	21	SmashPendulum	40	40	Envir/Drops,Envir/NPCs	Medium	Envir/Drops/00FortuneBoxAccessory.txt:30:1/450 SmashPendulum | Envir/Drops/BogTurtle.txt:37:1/5000 SmashPendulum | Envir/Drops/BoxTurtle.txt:38:1/5000 SmashPendulum | Envir/Drops/BoxTurtle0.txt:38:1/5000 SmashPendulum | Envir/Drops/LeopardTurtle.txt:38:1/5000 SmashPendulum
Item	22	SmashWheel	39	39	Envir/Drops,Envir/NPCs	Medium	Envir/Drops/BogTurtle.txt:38:1/5000 SmashWheel | Envir/Drops/BoxTurtle.txt:40:1/5000 SmashWheel | Envir/Drops/BoxTurtle0.txt:40:1/5000 SmashWheel | Envir/Drops/LeopardTurtle.txt:39:1/5000 SmashWheel | Envir/Drops/LeopardTurtle0.txt:39:1/5000 SmashWheel
Item	23	SmashRing	30	30	Envir/Drops,Envir/NPCs	Medium	Envir/Drops/PranjaIsland/PranjaTemple/ElectricMinotaur.txt:57:1/7500 SmashRing | Envir/Drops/PranjaIsland/PranjaTemple/ElectricMinotaur0.txt:57:1/750 SmashRing | Envir/Drops/PranjaIsland/PranjaTemple/FireMinotaur.txt:49:1/7500 SmashRing | Envir/Drops/PranjaIsland/PranjaTemple/FireMinotaur0.txt:49:1/750 SmashRing | Envir/Drops/PranjaIsland/PranjaTemple/IceMinotaur.txt:47:1/7500 SmashRing
Item	24	HwanDevilNecklace	29	29	Envir/Drops,Envir/NPCs	Medium	Envir/Drops/00FortuneBoxAccessory.txt:31:1/450 HwanDevilNecklace | Envir/Drops/MongchonProvince/Fox/WhiteFoxMan.txt:14:1/780 HwanDevilNecklace | Envir/Drops/PranjaIsland/PranjaTemple/ElectricMinotaur.txt:81:1/8000 HwanDevilNecklace | Envir/Drops/PranjaIsland/PranjaTemple/ElectricMinotaur0.txt:81:1/800 HwanDevilNecklace | Envir/Drops/PranjaIsland/PranjaTemple/FireMinotaur.txt:80:1/8000 HwanDevilNecklace
Item	25	HwanDevilBracelet	16	16	Envir/Drops,Envir/NPCs	Medium	Envir/Drops/PranjaIsland/PranjaTemple/ElectricMinotaur.txt:69:1/8000 HwanDevilBracelet | Envir/Drops/PranjaIsland/PranjaTemple/ElectricMinotaur0.txt:69:1/800 HwanDevilBracelet | Envir/Drops/PranjaIsland/PranjaTemple/FireMinotaur.txt:68:1/8000 HwanDevilBracelet | Envir/Drops/PranjaIsland/PranjaTemple/FireMinotaur0.txt:68:1/800 HwanDevilBracelet | Envir/Drops/PranjaIsland/PranjaTemple/IceMinotaur.txt:59:1/8000 HwanDevilBracelet
Item	26	HwanDevilRing	40	40	Envir/Drops,Envir/NPCs	Medium	Envir/Drops/BogTurtle.txt:41:1/5000 HwanDevilRing | Envir/Drops/BoxTurtle.txt:41:1/5000 HwanDevilRing | Envir/Drops/BoxTurtle0.txt:41:1/5000 HwanDevilRing | Envir/Drops/LeopardTurtle.txt:41:1/5000 HwanDevilRing | Envir/Drops/LeopardTurtle0.txt:41:1/5000 HwanDevilRing
Item	27	PurityNecklace	23	23	Envir/Drops,Envir/NPCs	Medium	Envir/Drops/00FortuneBoxAccessory.txt:32:1/450 PurityNecklace | Envir/Drops/BogTurtle.txt:34:1/5000 PurityNecklace | Envir/Drops/BoxTurtle.txt:34:1/5000 PurityNecklace | Envir/Drops/BoxTurtle0.txt:35:1/5000 PurityNecklace | Envir/Drops/LeopardTurtle.txt:34:1/5000 PurityNecklace
Item	28	PurityBracelet	15	15	Envir/Drops,Envir/NPCs	Medium	Envir/Drops/BogTurtle.txt:35:1/5000 PurityBracelet | Envir/Drops/BoxTurtle.txt:35:1/5000 PurityBracelet | Envir/Drops/BoxTurtle0.txt:36:1/5000 PurityBracelet | Envir/Drops/LeopardTurtle.txt:35:1/5000 PurityBracelet | Envir/Drops/LeopardTurtle0.txt:35:1/5000 PurityBracelet
Item	29	PurityRing	18	18	Envir/Drops,Envir/NPCs	Medium	Envir/Drops/BogTurtle.txt:36:1/5000 Purityring | Envir/Drops/BoxTurtle.txt:36:1/5000 Purityring | Envir/Drops/BoxTurtle0.txt:37:1/5000 Purityring | Envir/Drops/LeopardTurtle.txt:36:1/5000 Purityring | Envir/Drops/LeopardTurtle0.txt:36:1/5000 Purityring
Item	30	FiveStringNecklace	22	22	Envir/Drops,Envir/NPCs	Medium	Envir/Drops/AncientCaves/Ancient_RoninGhoul.txt:58:1/1900 FiveStringNecklace | Envir/Drops/AncientCaves/Ancient_ToxicGhoul.txt:52:1/1900 FiveStringNecklace | Envir/Drops/AncientCaves/Ancient_ZumaTaurus.txt:115:1/275 FiveStringNecklace | Envir/Drops/AncientCaves/Prajna/Ancient_RoninGhoul.txt:58:1/1900 FiveStringNecklace | Envir/Drops/AncientCaves/Prajna/Ancient_ToxicGhoul.txt:52:1/1900 FiveStringNecklace
Item	31	FiveStringBracelet	25	25	Envir/Drops,Envir/NPCs	Medium	Envir/Drops/AncientCaves/Ancient_RoninGhoul.txt:52:1/1900 FiveStringBracelet | Envir/Drops/AncientCaves/Ancient_ToxicGhoul.txt:46:1/1900 FiveStringBracelet | Envir/Drops/AncientCaves/Ancient_ZumaTaurus.txt:131:1/375 FiveStringBracelet | Envir/Drops/AncientCaves/Prajna/Ancient_RoninGhoul.txt:52:1/1900 FiveStringBracelet | Envir/Drops/AncientCaves/Prajna/Ancient_ToxicGhoul.txt:46:1/1900 FiveStringBracelet
Item	32	FiveStringRing	21	21	Envir/Drops,Envir/NPCs	Medium	Envir/Drops/AncientCaves/Ancient_BoneSpearman.txt:72:1/8000 FiveStringRing | Envir/Drops/AncientCaves/Ancient_RoninGhoul.txt:48:1/1600 FiveStringRing | Envir/Drops/AncientCaves/Ancient_ZumaTaurus.txt:149:1/320 FiveStringRing | Envir/Drops/AncientCaves/Prajna/Ancient_BoneSpearman.txt:72:1/8000 FiveStringRing | Envir/Drops/AncientCaves/Prajna/Ancient_RoninGhoul.txt:48:1/1600 FiveStringRing
Item	33	MundaneGlove	21	14	Envir/Drops,Envir/NPCs	Medium	Envir/Drops/AncientCaves/Ancient_RoninGhoul.txt:54:1/500 MundaneGlove | Envir/Drops/AncientCaves/Ancient_ToxicGhoul.txt:48:1/500 MundaneGlove | Envir/Drops/AncientCaves/Prajna/Ancient_RoninGhoul.txt:54:1/500 MundaneGlove | Envir/Drops/AncientCaves/Prajna/Ancient_ToxicGhoul.txt:48:1/500 MundaneGlove | Envir/Drops/DarkGhoul.txt:75:1/10 MundaneGlove
Item	34	MundaneRing	19	12	Envir/Drops,Envir/NPCs,Envir/Recipe	Medium	Envir/Drops/AncientCaves/Ancient_RoninGhoul.txt:46:1/500 MundaneRing | Envir/Drops/AncientCaves/Ancient_ToxicGhoul.txt:41:1/500 MundaneRing | Envir/Drops/AncientCaves/Prajna/Ancient_RoninGhoul.txt:46:1/500 MundaneRing | Envir/Drops/AncientCaves/Prajna/Ancient_ToxicGhoul.txt:41:1/500 MundaneRing | Envir/Drops/DarkGhoul.txt:88:1/10 MundaneRing
Item	35	NokChiWheel	21	14	Envir/Drops,Envir/NPCs	Medium	Envir/Drops/AncientCaves/Ancient_RoninGhoul.txt:53:1/500 NokChiWheel | Envir/Drops/AncientCaves/Ancient_ToxicGhoul.txt:47:1/500 NokChiWheel | Envir/Drops/AncientCaves/Prajna/Ancient_RoninGhoul.txt:53:1/500 NokChiWheel | Envir/Drops/AncientCaves/Prajna/Ancient_ToxicGhoul.txt:47:1/500 NokChiWheel | Envir/Drops/DarkGhoul.txt:76:1/10 NokChiWheel
Item	36	NokChiRing	19	12	Envir/Drops,Envir/NPCs	Medium	Envir/Drops/AncientCaves/Ancient_RoninGhoul.txt:45:1/500 NokChiRing | Envir/Drops/AncientCaves/Ancient_ToxicGhoul.txt:40:1/500 NokChiRing | Envir/Drops/AncientCaves/Prajna/Ancient_RoninGhoul.txt:45:1/500 NokChiRing | Envir/Drops/AncientCaves/Prajna/Ancient_ToxicGhoul.txt:40:1/500 NokChiRing | Envir/Drops/DarkGhoul.txt:89:1/10 NokChiRing
Item	37	TaoProtectBracelet	19	12	Envir/Drops,Envir/NPCs	Medium	Envir/Drops/AncientCaves/Ancient_RoninGhoul.txt:55:1/500 TaoProtectBracelet | Envir/Drops/AncientCaves/Ancient_ToxicGhoul.txt:49:1/500 TaoProtectBracelet | Envir/Drops/AncientCaves/Prajna/Ancient_RoninGhoul.txt:55:1/500 TaoProtectBracelet | Envir/Drops/AncientCaves/Prajna/Ancient_ToxicGhoul.txt:49:1/500 TaoProtectBracelet | Envir/Drops/DarkGhoul.txt:77:1/10 TaoProtectBracelet
Item	38	TaoProtectRing	17	10	Envir/Drops,Envir/NPCs	Medium	Envir/Drops/AncientCaves/Ancient_RoninGhoul.txt:47:1/500 TaoProtectRing | Envir/Drops/AncientCaves/Ancient_ToxicGhoul.txt:42:1/500 TaoProtectRing | Envir/Drops/AncientCaves/Prajna/Ancient_RoninGhoul.txt:47:1/500 TaoProtectRing | Envir/Drops/AncientCaves/Prajna/Ancient_ToxicGhoul.txt:42:1/500 TaoProtectRing | Envir/Drops/DarkGhoul.txt:90:1/10 TaoProtectRing
Item	39	MirSword	9	2	Envir/Drops,Envir/NPCs	Medium	Envir/Drops/MirKing.txt:87:1/1700 MirSword LV1 | Envir/Drops/MirKing.txt:435:1/1700 MirSword LV2 | Envir/Drops/MirKing.txt:766:1/1700 MirSword LV3 | Envir/Drops/MirKing.txt:1098:1/1700 MirSword LV4 | Envir/Drops/MirKing.txt:1430:1/1700 MirSword LV5
Item	45	MirArmour(M)	9	2	Envir/Drops,Envir/NPCs	Medium	Envir/Drops/MirKing.txt:116:1/1700 MirArmour(M) LV1 | Envir/Drops/MirKing.txt:464:1/1700 MirArmour(M) LV2 | Envir/Drops/MirKing.txt:795:1/1700 MirArmour(M) LV3 | Envir/Drops/MirKing.txt:1127:1/1700 MirArmour(M) LV4 | Envir/Drops/MirKing.txt:1459:1/1700 MirArmour(M) LV5
Item	51	MirArmour(F)	9	2	Envir/Drops,Envir/NPCs	Medium	Envir/Drops/MirKing.txt:117:1/1700 MirArmour(F) LV1 | Envir/Drops/MirKing.txt:465:1/1700 MirArmour(F) LV2 | Envir/Drops/MirKing.txt:796:1/1700 MirArmour(F) LV3 | Envir/Drops/MirKing.txt:1128:1/1700 MirArmour(F) LV4 | Envir/Drops/MirKing.txt:1460:1/1700 MirArmour(F) LV5
Item	57	MirHelmet	9	2	Envir/Drops,Envir/NPCs	Medium	Envir/Drops/MirKing.txt:133:1/2000 MirHelmet LV1 | Envir/Drops/MirKing.txt:481:1/2000 MirHelmet LV2 | Envir/Drops/MirKing.txt:812:1/2000 MirHelmet LV3 | Envir/Drops/MirKing.txt:1144:1/2000 MirHelmet LV4 | Envir/Drops/MirKing.txt:1476:1/2000 MirHelmet LV5
Item	63	MirNecklace	9	2	Envir/Drops,Envir/NPCs	Medium	Envir/Drops/MirKing.txt:161:1/2000 MirNecklace LV1 | Envir/Drops/MirKing.txt:501:1/2000 MirNecklace LV2 | Envir/Drops/MirKing.txt:832:1/2000 MirNecklace LV3 | Envir/Drops/MirKing.txt:1164:1/2000 MirNecklace LV4 | Envir/Drops/MirKing.txt:1496:1/2000 MirNecklace LV5
Item	69	MirWheel	9	2	Envir/Drops,Envir/NPCs	Medium	Envir/Drops/MirKing.txt:181:1/2000 MirWheel LV1 | Envir/Drops/MirKing.txt:521:1/2000 MirWheel LV2 | Envir/Drops/MirKing.txt:852:1/2000 MirWheel LV3 | Envir/Drops/MirKing.txt:1184:1/2000 MirWheel LV4 | Envir/Drops/MirKing.txt:1516:1/2000 MirWheel LV5
Item	75	MirRing	9	2	Envir/Drops,Envir/NPCs	Medium	Envir/Drops/MirKing.txt:209:1/2000 MirRing LV1 | Envir/Drops/MirKing.txt:541:1/2000 MirRing LV2 | Envir/Drops/MirKing.txt:872:1/2000 MirRing LV3 | Envir/Drops/MirKing.txt:1204:1/2000 MirRing LV4 | Envir/Drops/MirKing.txt:1536:1/2000 MirRing LV5
Item	81	MirBelt	9	2	Envir/Drops,Envir/NPCs	Medium	Envir/Drops/MirKing.txt:229:1/2000 MirBelt LV1 | Envir/Drops/MirKing.txt:561:1/2000 MirBelt LV2 | Envir/Drops/MirKing.txt:892:1/2000 MirBelt LV3 | Envir/Drops/MirKing.txt:1224:1/2000 MirBelt LV4 | Envir/Drops/MirKing.txt:1556:1/2000 MirBelt LV5
Item	82	MirBoots	9	2	Envir/Drops,Envir/NPCs	Medium	Envir/Drops/MirKing.txt:219:1/2000 MirBoots LV1 | Envir/Drops/MirKing.txt:551:1/2000 MirBoots LV2 | Envir/Drops/MirKing.txt:882:1/2000 MirBoots LV3 | Envir/Drops/MirKing.txt:1214:1/2000 MirBoots LV4 | Envir/Drops/MirKing.txt:1546:1/2000 MirBoots LV5
Item	83	BoneDecapitator	19	19	Envir/Drops,Envir/NPCs	Medium	Envir/Drops/WoomyonWoods/WoomaTemple/BoneWhoo0.txt:41:1/100 BoneDecapitator | Envir/NPCs/BichonProvince/BichonWall/CraftsLady-0.txt:44:BoneDecapitator | Envir/NPCs/BichonProvince/BichonWall/CraftsLady.txt:44:BoneDecapitator | Envir/NPCs/BichonProvince/BorderVillage/CraftLady-0.txt:44:BoneDecapitator | Envir/NPCs/BichonProvince/BorderVillage/CraftLady.txt:44:BoneDecapitator
Item	84	BoneRobe(M)	19	19	Envir/Drops,Envir/NPCs	Medium	Envir/Drops/WoomyonWoods/WoomaTemple/BoneWhoo0.txt:50:1/100 BoneRobe(M) | Envir/NPCs/BichonProvince/BichonWall/CraftsLady-0.txt:46:BoneRobe(M) | Envir/NPCs/BichonProvince/BichonWall/CraftsLady.txt:46:BoneRobe(M) | Envir/NPCs/BichonProvince/BorderVillage/CraftLady-0.txt:46:BoneRobe(M) | Envir/NPCs/BichonProvince/BorderVillage/CraftLady.txt:46:BoneRobe(M)
Item	85	BoneRobe(F)	19	19	Envir/Drops,Envir/NPCs	Medium	Envir/Drops/WoomyonWoods/WoomaTemple/BoneWhoo0.txt:51:1/100 BoneRobe(F) | Envir/NPCs/BichonProvince/BichonWall/CraftsLady-0.txt:47:BoneRobe(F) | Envir/NPCs/BichonProvince/BichonWall/CraftsLady.txt:47:BoneRobe(F) | Envir/NPCs/BichonProvince/BorderVillage/CraftLady-0.txt:47:BoneRobe(F) | Envir/NPCs/BichonProvince/BorderVillage/CraftLady.txt:47:BoneRobe(F)
Item	86	BoneHood	19	19	Envir/Drops,Envir/NPCs	Medium	Envir/Drops/WoomyonWoods/WoomaTemple/BoneWhoo0.txt:57:1/100 BoneHood | Envir/NPCs/BichonProvince/BichonWall/CraftsLady-0.txt:45:BoneHood | Envir/NPCs/BichonProvince/BichonWall/CraftsLady.txt:45:BoneHood | Envir/NPCs/BichonProvince/BorderVillage/CraftLady-0.txt:45:BoneHood | Envir/NPCs/BichonProvince/BorderVillage/CraftLady.txt:45:BoneHood
Item	87	BugNecklace	18	18	Envir/NPCs	Medium	Envir/NPCs/BichonProvince/BichonWall/CraftsLady-0.txt:49:BugNecklace | Envir/NPCs/BichonProvince/BichonWall/CraftsLady.txt:49:BugNecklace | Envir/NPCs/BichonProvince/BorderVillage/CraftLady-0.txt:49:BugNecklace | Envir/NPCs/BichonProvince/BorderVillage/CraftLady.txt:49:BugNecklace | Envir/NPCs/GM/GM-CraftingMaterial.txt:63:BugNecklace
Item	88	BugBracelet	18	18	Envir/NPCs	Medium	Envir/NPCs/BichonProvince/BichonWall/CraftsLady-0.txt:48:BugBracelet | Envir/NPCs/BichonProvince/BichonWall/CraftsLady.txt:48:BugBracelet | Envir/NPCs/BichonProvince/BorderVillage/CraftLady-0.txt:48:BugBracelet | Envir/NPCs/BichonProvince/BorderVillage/CraftLady.txt:48:BugBracelet | Envir/NPCs/GM/GM-Bracelet.txt:56:BugBracelet
Item	89	BugRing	18	18	Envir/NPCs	Medium	Envir/NPCs/BichonProvince/BichonWall/CraftsLady-0.txt:50:BugRing | Envir/NPCs/BichonProvince/BichonWall/CraftsLady.txt:50:BugRing | Envir/NPCs/BichonProvince/BorderVillage/CraftLady-0.txt:50:BugRing | Envir/NPCs/BichonProvince/BorderVillage/CraftLady.txt:50:BugRing | Envir/NPCs/GM/GM-CraftingMaterial.txt:64:BugRing
Item	90	WhiteGoldBelt	37	19	Envir/NPCs,Envir/Recipe	Medium	Envir/NPCs/BichonProvince/BichonWall/CraftsLady-0.txt:61:WhiteGoldBelt | Envir/NPCs/BichonProvince/BichonWall/CraftsLady-0.txt:76:WhiteGoldBelt(H) | Envir/NPCs/BichonProvince/BichonWall/CraftsLady.txt:61:WhiteGoldBelt | Envir/NPCs/BichonProvince/BichonWall/CraftsLady.txt:76:WhiteGoldBelt(H) | Envir/NPCs/BichonProvince/BorderVillage/CraftLady-0.txt:61:WhiteGoldBelt
Item	91	WhiteGoldShoes	37	19	Envir/NPCs,Envir/Recipe	Medium	Envir/NPCs/BichonProvince/BichonWall/CraftsLady-0.txt:65:WhiteGoldShoes | Envir/NPCs/BichonProvince/BichonWall/CraftsLady-0.txt:80:WhiteGoldShoes(H) | Envir/NPCs/BichonProvince/BichonWall/CraftsLady.txt:65:WhiteGoldShoes | Envir/NPCs/BichonProvince/BichonWall/CraftsLady.txt:80:WhiteGoldShoes(H) | Envir/NPCs/BichonProvince/BorderVillage/CraftLady-0.txt:65:WhiteGoldShoes
Item	92	WhiteGoldNecklace	37	19	Envir/NPCs,Envir/Recipe	Medium	Envir/NPCs/BichonProvince/BichonWall/CraftsLady-0.txt:63:WhiteGoldNecklace | Envir/NPCs/BichonProvince/BichonWall/CraftsLady-0.txt:78:WhiteGoldNecklace(H) | Envir/NPCs/BichonProvince/BichonWall/CraftsLady.txt:63:WhiteGoldNecklace | Envir/NPCs/BichonProvince/BichonWall/CraftsLady.txt:78:WhiteGoldNecklace(H) | Envir/NPCs/BichonProvince/BorderVillage/CraftLady-0.txt:63:WhiteGoldNecklace
Item	93	WhiteGoldBracelet	37	19	Envir/NPCs,Envir/Recipe	Medium	Envir/NPCs/BichonProvince/BichonWall/CraftsLady-0.txt:62:WhiteGoldBracelet | Envir/NPCs/BichonProvince/BichonWall/CraftsLady-0.txt:77:WhiteGoldBracelet(H) | Envir/NPCs/BichonProvince/BichonWall/CraftsLady.txt:62:WhiteGoldBracelet | Envir/NPCs/BichonProvince/BichonWall/CraftsLady.txt:77:WhiteGoldBracelet(H) | Envir/NPCs/BichonProvince/BorderVillage/CraftLady-0.txt:62:WhiteGoldBracelet
Item	94	WhiteGoldRing	37	19	Envir/NPCs,Envir/Recipe	Medium	Envir/NPCs/BichonProvince/BichonWall/CraftsLady-0.txt:64:WhiteGoldRing | Envir/NPCs/BichonProvince/BichonWall/CraftsLady-0.txt:79:WhiteGoldRing(H) | Envir/NPCs/BichonProvince/BichonWall/CraftsLady.txt:64:WhiteGoldRing | Envir/NPCs/BichonProvince/BichonWall/CraftsLady.txt:79:WhiteGoldRing(H) | Envir/NPCs/BichonProvince/BorderVillage/CraftLady-0.txt:64:WhiteGoldRing
Item	95	WhiteGoldBelt(H)	18	18	Envir/NPCs	Medium	Envir/NPCs/BichonProvince/BichonWall/CraftsLady-0.txt:76:WhiteGoldBelt(H) | Envir/NPCs/BichonProvince/BichonWall/CraftsLady.txt:76:WhiteGoldBelt(H) | Envir/NPCs/BichonProvince/BorderVillage/CraftLady-0.txt:76:WhiteGoldBelt(H) | Envir/NPCs/BichonProvince/BorderVillage/CraftLady.txt:76:WhiteGoldBelt(H) | Envir/NPCs/GM/GM-Belt.txt:46:WhiteGoldBelt(H)
Item	96	WhiteGoldShoes(H)	18	18	Envir/NPCs	Medium	Envir/NPCs/BichonProvince/BichonWall/CraftsLady-0.txt:80:WhiteGoldShoes(H) | Envir/NPCs/BichonProvince/BichonWall/CraftsLady.txt:80:WhiteGoldShoes(H) | Envir/NPCs/BichonProvince/BorderVillage/CraftLady-0.txt:80:WhiteGoldShoes(H) | Envir/NPCs/BichonProvince/BorderVillage/CraftLady.txt:80:WhiteGoldShoes(H) | Envir/NPCs/GM/GM-Boot.txt:47:WhiteGoldShoes(H)
